DEPP;CODCOMP;COMP;Commune pôle;DEP;CODCOM;COM;Commune;PMUN;PCAP;PTOT
80;443;80443;Hornoy-le-Bourg;80;111;80111;Boisrault;121;1;122
80;155;80155;Bussus-lès-Yaucourt;80;155;80155;Bussus-Bussuel;309;5;314
80;505;80505;Carnoy-Mametz;80;175;80175;Carnoy;91;1;92
80;554;80554;Molliens-Dreuil;80;257;80257;Dreuil-lès-Molliens;135;0;135
80;557;80557;Estrées-Mons;80;289;80289;Estrées-en-Chaussée;76;3;79
80;295;80295;Étinehem-Méricourt;80;295;80295;Étinehem;378;4;382
80;436;80436;Hescamps;80;363;80363;Frettemolle;107;4;111
80;443;80443;Hornoy-le-Bourg;80;382;80382;Gouy-l'Hôpital;52;0;52
80;703;80703;Saint-Germain-sur-Bresle;80;394;80394;Guémicourt;19;1;20
80;456;80456;Lafresguimont-Saint-Martin;80;398;80398;Guibermesnil;61;1;62
80;406;80406;Hallencourt;80;441;80441;Hocquincourt;98;2;100
80;621;80621;Hypercourt;80;447;80447;Hyencourt-le-Grand;73;1;74
80;456;80456;Lafresguimont-Saint-Martin;80;454;80454;Laboissière-Saint-Martin;60;0;60
80;630;80630;Poix-de-Picardie;80;457;80457;Lahaye-Saint-Romain;273;1;274
80;443;80443;Hornoy-le-Bourg;80;483;80483;Lincheux-Hallivillers;149;3;152
80;485;80485;Ô-de-Selle;80;485;80485;Lœuilly;789;8;797
80;245;80245;Domléger-Longvillers;80;492;80492;Longvillers;170;3;173
80;505;80505;Carnoy-Mametz;80;505;80505;Mametz;164;4;168
80;509;80509;Marchélepot-Misery;80;509;80509;Marchélepot;448;10;458
80;222;80222;Crécy-en-Ponthieu;80;510;80510;Marcheville;103;4;107
80;295;80295;Étinehem-Méricourt;80;532;80532;Méricourt-sur-Somme;211;6;217
80;509;80509;Marchélepot-Misery;80;551;80551;Misery;127;0;127
80;456;80456;Lafresguimont-Saint-Martin;80;564;80564;Montmarquet;213;4;217
80;582;80582;Namps-Maisnil;80;581;80581;Namps-au-Mont;191;1;192
80;485;80485;Ô-de-Selle;80;594;80594;Neuville-lès-Lœuilly;108;2;110
80;621;80621;Hypercourt;80;608;80608;Omiécourt;250;0;250
80;623;80623;Piennes-Onvillers;80;610;80610;Onvillers;119;1;120
80;443;80443;Hornoy-le-Bourg;80;612;80612;Orival;199;2;201
80;621;80621;Hypercourt;80;621;80621;Pertain;356;9;365
80;582;80582;Namps-Maisnil;80;689;80689;Rumaisnil;115;1;116
80;443;80443;Hornoy-le-Bourg;80;731;80731;Selincourt;98;2;100
80;436;80436;Hescamps;80;739;80739;Souplicourt;84;0;84
80;582;80582;Namps-Maisnil;80;745;80745;Taisnil;321;2;323
80;485;80485;Ô-de-Selle;80;761;80761;Tilloy-lès-Conty;251;2;253
80;443;80443;Hornoy-le-Bourg;80;768;80768;Tronchoy;204;6;210
80;211;80211;Conty;80;816;80816;Wailly;137;4;141
80;406;80406;Hallencourt;80;817;80817;Wanel;135;2;137
80;155;80155;Bussus-lès-Yaucourt;80;830;80830;Yaucourt-Bussus;247;4;251
81;262;81262;Saint-Marcel-Campes;81;057;81057;Campes;164;2;166
81;218;81218;Puygouzon;81;113;81113;Labastide-Dénat;423;6;429
81;233;81233;Terre-de-Bancalié;81;226;81226;Ronel;365;10;375
81;233;81233;Terre-de-Bancalié;81;233;81233;Roumégoux;247;5;252
81;233;81233;Terre-de-Bancalié;81;241;81241;Saint-Antonin-de-Lacalm;284;8;292
81;233;81233;Terre-de-Bancalié;81;260;81260;Saint-Lieux-Lafenasse;445;6;451
81;233;81233;Terre-de-Bancalié;81;296;81296;Terre-Clapier;252;5;257
81;233;81233;Terre-de-Bancalié;81;301;81301;Le Travet;132;1;133
85;001;85001;L'Aiguillon-la-Presqu'île;85;001;85001;L'Aiguillon-sur-Mer;2110;21;2131
85;008;85008;Aubigny-Les Clouzeaux;85;008;85008;Aubigny;3967;81;4048
85;009;85009;Auchay-sur-Vendée;85;009;85009;Auzay;645;12;657
85;019;85019;Bellevigny;85;019;85019;Belleville-sur-Vie;4553;112;4665
85;076;85076;Cugand-la-Bernardière;85;021;85021;La Bernardière;1946;39;1985
85;146;85146;Montaigu-Vendée;85;027;85027;Boufféré;3652;113;3765
85;084;85084;Essarts-en-Bocage;85;030;85030;Boulogne;1037;18;1055
85;289;85289;Terval;85;037;85037;Breuil-Barret;620;13;633
85;292;85292;Rives-du-Fougerais;85;041;85041;Cezais;300;6;306
85;213;85213;Rives de l'Yon;85;043;85043;Chaillé-sous-les-Ormeaux;1395;29;1424
85;009;85009;Auchay-sur-Vendée;85;044;85044;Chaix;477;5;482
85;302;85302;Chanverrie;85;048;85048;Chambretaud;1586;34;1620
85;289;85289;Terval;85;053;85053;La Chapelle-aux-Lys;269;1;270
85;090;85090;Sèvremont;85;063;85063;Les Châtelliers-Châteaumur;781;14;795
85;036;85036;La Bretonnière-la-Claye;85;068;85068;La Claye;104;4;108
85;008;85008;Aubigny-Les Clouzeaux;85;069;85069;Les Clouzeaux;3224;50;3274
85;076;85076;Cugand-la-Bernardière;85;076;85076;Cugand;3765;98;3863
85;135;85135;Mareuil-sur-Lay-Dissais;85;079;85079;Dissais;401;6;407
85;080;85080;Doix lès Fontaines;85;080;85080;Doix;997;17;1014
85;084;85084;Essarts-en-Bocage;85;084;85084;Les Essarts;5814;153;5967
85;090;85090;Sèvremont;85;090;85090;La Flocellière;2608;66;2674
85;080;85080;Doix lès Fontaines;85;091;85091;Fontaines;782;15;797
85;146;85146;Montaigu-Vendée;85;107;85107;La Guyonnière;2682;83;2765
85;020;85020;Benet;85;122;85122;Lesson;618;22;640
85;146;85146;Montaigu-Vendée;85;146;85146;Montaigu;5494;171;5665
85;197;85197;Montréverd;85;150;85150;Mormaison;1212;11;1223
85;154;85154;Mouilleron-Saint-Germain;85;154;85154;Mouilleron-en-Pareds;1332;75;1407
85;162;85162;Rives-d'Autise;85;162;85162;Nieul-sur-l'Autise;1251;41;1292
85;162;85162;Rives-d'Autise;85;168;85168;Oulmes;785;20;805
85;177;85177;Les Velluire-sur-Vendée;85;177;85177;Le Poiré-sur-Velluire;662;10;672
85;090;85090;Sèvremont;85;180;85180;La Pommeraie-sur-Sèvre;980;23;1003
85;197;85197;Montréverd;85;197;85197;Saint-André-Treize-Voies;1494;30;1524
85;020;85020;Benet;85;203;85203;Sainte-Christine;376;4;380
85;213;85213;Rives de l'Yon;85;213;85213;Saint-Florent-des-Bois;2940;150;3090
85;146;85146;Montaigu-Vendée;85;217;85217;Saint-Georges-de-Montaigu;4488;139;4627
85;154;85154;Mouilleron-Saint-Germain;85;219;85219;Saint-Germain-l'Aiguiller;412;11;423
85;223;85223;Saint-Jean-d'Hermine;85;223;85223;Sainte-Hermine;2968;58;3026
85;146;85146;Montaigu-Vendée;85;224;85224;Saint-Hilaire-de-Loulay;4818;149;4967
85;040;85040;La Caillère-Saint-Hilaire;85;230;85230;Saint-Hilaire-du-Bois;299;4;303
85;223;85223;Saint-Jean-d'Hermine;85;233;85233;Saint-Jean-de-Beugné;643;11;654
85;090;85090;Sèvremont;85;257;85257;Saint-Michel-Mont-Mercure;2016;220;2236
85;051;85051;Chantonnay;85;263;85263;Saint-Philbert-du-Pont-Charrault;1056;10;1066
85;277;85277;Saint-Vincent-sur-Graon;85;270;85270;Saint-Sornin;109;3;112
85;292;85292;Rives-du-Fougerais;85;271;85271;Saint-Sulpice-en-Pareds;426;6;432
85;197;85197;Montréverd;85;272;85272;Saint-Sulpice-le-Verdon;1151;22;1173
85;034;85034;Bournezeau;85;275;85275;Saint-Vincent-Puymaufrais;556;6;562
85;019;85019;Bellevigny;85;279;85279;Saligny;1687;37;1724
85;289;85289;Terval;85;289;85289;La Tardière;1258;44;1302
85;292;85292;Rives-du-Fougerais;85;292;85292;Thouarsais-Bouildroux;774;10;784
85;177;85177;Les Velluire-sur-Vendée;85;299;85299;Velluire;696;19;715
85;302;85302;Chanverrie;85;302;85302;La Verrie;4067;95;4162
85;001;85001;L'Aiguillon-la-Presqu'île;85;307;85307;La Faute-sur-Mer;735;9;744
86;019;86019;Beaumont Saint-Cyr;86;019;86019;Beaumont;1803;49;1852
86;123;86123;Boivre-la-Vallée;86;021;86021;Benassay;793;11;804
86;281;86281;Saint-Martin-la-Pallu;86;030;86030;Blaslay;544;5;549
86;082;86082;Valence-en-Poitou;86;043;86043;Ceaux-en-Couhé;527;11;538
86;123;86123;Boivre-la-Vallée;86;056;86056;La Chapelle-Montreuil;702;19;721
86;281;86281;Saint-Martin-la-Pallu;86;060;86060;Charrais;1119;27;1146
86;082;86082;Valence-en-Poitou;86;067;86067;Châtillon;220;6;226
86;281;86281;Saint-Martin-la-Pallu;86;071;86071;Cheneché;389;2;391
86;082;86082;Valence-en-Poitou;86;082;86082;Couhé;1763;44;1807
86;225;86225;Saint-Jean-de-Sauves;86;101;86101;Frontenay-sur-Dive;186;4;190
86;115;86115;Jaunay-Marigny;86;115;86115;Jaunay-Clan;6238;230;6468
86;123;86123;Boivre-la-Vallée;86;123;86123;Lavausseau;780;9;789
86;115;86115;Jaunay-Marigny;86;146;86146;Marigny-Brizay;1290;26;1316
86;161;86161;Moncontour;86;155;86155;Messais;86;3;89
86;123;86123;Boivre-la-Vallée;86;166;86166;Montreuil-Bonnin;749;16;765
86;108;86108;La Grimaudière;86;179;86179;Notre-Dame-d'Or;91;1;92
86;161;86161;Moncontour;86;185;86185;Ouzilly-Vignolles;177;3;180
86;082;86082;Valence-en-Poitou;86;188;86188;Payré;1029;52;1081
86;070;86070;Chauvigny;86;199;86199;Pouzioux;233;3;236
86;137;86137;Loudun;86;212;86212;Rossay;254;8;262
86;161;86161;Moncontour;86;216;86216;Saint-Chartres;117;1;118
86;019;86019;Beaumont Saint-Cyr;86;219;86219;Saint-Cyr;1105;33;1138
86;247;86247;Val-de-Comporté;86;231;86231;Saint-Macoux;469;19;488
86;245;86245;Senillé-Saint-Sauveur;86;245;86245;Saint-Sauveur;965;22;987
86;247;86247;Val-de-Comporté;86;247;86247;Saint-Saviol;530;14;544
86;245;86245;Senillé-Saint-Sauveur;86;259;86259;Senillé;741;20;761
86;066;86066;Châtellerault;86;267;86267;Targé;966;20;986
86;281;86281;Saint-Martin-la-Pallu;86;277;86277;Varennes;359;4;363
86;082;86082;Valence-en-Poitou;86;278;86278;Vaux;786;15;801
86;281;86281;Saint-Martin-la-Pallu;86;281;86281;Vendeuvre-du-Poitou;3302;47;3349
86;108;86108;La Grimaudière;86;283;86283;Verger-sur-Dive;100;0;100
87;097;87097;Val d'Issoire;87;026;87026;Bussière-Boffy;294;4;298
87;028;87028;Val-d'Oire-et-Gartempe;87;028;87028;Bussière-Poitevine;866;6;872
87;028;87028;Val-d'Oire-et-Gartempe;87;055;87055;Darnac;348;5;353
87;097;87097;Val d'Issoire;87;097;87097;Mézières-sur-Issoire;782;7;789
87;092;87092;Marval;87;098;87098;Milhaguet;100;1;101
87;128;87128;Saint-Pardoux-le-Lac;87;128;87128;Roussac;453;12;465
87;028;87028;Val-d'Oire-et-Gartempe;87;136;87136;Saint-Barbant;336;8;344
87;027;87027;Bussière-Galant;87;171;87171;Saint-Nicolas-Courbefy;122;0;122
87;128;87128;Saint-Pardoux-le-Lac;87;173;87173;Saint-Pardoux;676;7;683
87;180;87180;Saint-Sornin-Leulac;87;175;87175;Saint-Priest-le-Betoux;56;2;58
87;128;87128;Saint-Pardoux-le-Lac;87;184;87184;Saint-Symphorien-sur-Couze;252;3;255
87;028;87028;Val-d'Oire-et-Gartempe;87;196;87196;Thiat;161;3;164
88;029;88029;La Vôge-les-Bains;88;029;88029;Bains-les-Bains;1101;129;1230
88;322;88322;La Neuveville-devant-Lépanges;88;067;88067;Le Boulay;214;6;220
88;361;88361;Provenchères-et-Colroy;88;112;88112;Colroy-la-Grande;472;66;538
88;465;88465;Thaon-les-Vosges;88;204;88204;Girmont;941;25;966
88;029;88029;La Vôge-les-Bains;88;234;88234;Harsault;316;5;321
88;029;88029;La Vôge-les-Bains;88;235;88235;Hautmougey;128;3;131
88;465;88465;Thaon-les-Vosges;88;337;88337;Oncourt;181;8;189
88;361;88361;Provenchères-et-Colroy;88;361;88361;Provenchères-sur-Fave;811;19;830
88;321;88321;Neufchâteau;88;393;88393;Rollainville;299;5;304
88;322;88322;La Neuveville-devant-Lépanges;88;420;88420;Saint-Jean-du-Marché;94;2;96
88;465;88465;Thaon-les-Vosges;88;465;88465;Thaon-les-Vosges;7425;226;7651
89;130;89130;Deux Rivières;89;001;89001;Accolay;427;10;437
89;003;89003;Montholon;89;003;89003;Aillant-sur-Tholon;1620;45;1665
89;055;89055;Brienon-sur-Armançon;89;047;89047;Bligny-en-Othe;86;5;91
89;439;89439;Vergigny;89;052;89052;Bouilly;197;3;200
89;086;89086;Charny Orée de Puisaye;89;070;89070;Chambeugle;60;1;61
89;003;89003;Montholon;89;078;89078;Champvallon;342;15;357
89;086;89086;Charny Orée de Puisaye;89;086;89086;Charny;1511;12;1523
89;283;89283;Ouanne;89;090;89090;Chastenay;104;4;108
89;086;89086;Charny Orée de Puisaye;89;097;89097;Chêne-Arnoult;113;2;115
89;086;89086;Charny Orée de Puisaye;89;103;89103;Chevillon;333;3;336
89;411;89411;Les Vallées de la Vanne;89;107;89107;Chigy;359;6;365
89;197;89197;Guillon-Terre-Plaine;89;109;89109;Cisery;51;0;51
89;407;89407;Tanlay;89;114;89114;Commissey;188;4;192
89;130;89130;Deux Rivières;89;130;89130;Cravant;818;14;832
89;086;89086;Charny Orée de Puisaye;89;138;89138;Dicy;335;4;339
89;014;89014;Arces-Dilo;89;140;89140;Dilo;65;1;66
89;233;89233;Lucy-sur-Cure;89;157;89157;Essert;75;3;78
89;414;89414;Thorigny-sur-Oreuse;89;166;89166;Fleurigny;336;3;339
89;405;89405;Les Hauts de Forterre;89;174;89174;Fontenailles;68;0;68
89;086;89086;Charny Orée de Puisaye;89;178;89178;Fontenouilles;224;3;227
89;086;89086;Charny Orée de Puisaye;89;192;89192;Grandchamp;325;5;330
89;196;89196;Valravillon;89;196;89196;Guerchy;761;22;783
89;197;89197;Guillon-Terre-Plaine;89;197;89197;Guillon;417;10;427
89;196;89196;Valravillon;89;213;89213;Laduz;296;12;308
89;073;89073;Champignelles;89;231;89231;Louesme;54;1;55
89;086;89086;Charny Orée de Puisaye;89;241;89241;Malicorne;169;4;173
89;086;89086;Charny Orée de Puisaye;89;243;89243;Marchais-Beton;114;1;115
89;405;89405;Les Hauts de Forterre;89;260;89260;Molesmes;153;2;155
89;196;89196;Valravillon;89;275;89275;Neuilly;448;12;460
89;420;89420;Treigny-Perreuse-Sainte-Colombe;89;293;89293;Perreuse;67;1;68
89;086;89086;Charny Orée de Puisaye;89;294;89294;Perreux;320;5;325
89;086;89086;Charny Orée de Puisaye;89;317;89317;Prunoy;288;9;297
89;439;89439;Vergigny;89;322;89322;Rebourseaux;287;5;292
89;441;89441;Vermenton;89;330;89330;Sacy;174;6;180
89;334;89334;Le Val d'Ocre;89;334;89334;Saint-Aubin-Château-Neuf;512;8;520
89;420;89420;Treigny-Perreuse-Sainte-Colombe;89;340;89340;Sainte-Colombe-sur-Loing;233;1;234
89;086;89086;Charny Orée de Puisaye;89;343;89343;Saint-Denis-sur-Ouanne;141;0;141
89;334;89334;Le Val d'Ocre;89;356;89356;Saint-Martin-sur-Ocre;51;0;51
89;414;89414;Thorigny-sur-Oreuse;89;357;89357;Saint-Martin-sur-Oreuse;360;10;370
89;086;89086;Charny Orée de Puisaye;89;358;89358;Saint-Martin-sur-Ouanne;368;5;373
89;407;89407;Tanlay;89;372;89372;Saint-Vinnemer;237;9;246
89;197;89197;Guillon-Terre-Plaine;89;381;89381;Sceaux;111;2;113
89;344;89344;Saint-Fargeau;89;389;89389;Septfonds;135;7;142
89;263;89263;Monéteau;89;401;89401;Sougères-sur-Sinotte;467;11;478
89;405;89405;Les Hauts de Forterre;89;405;89405;Taingy;241;9;250
89;411;89411;Les Vallées de la Vanne;89;411;89411;Theil-sur-Vanne;435;14;449
89;420;89420;Treigny-Perreuse-Sainte-Colombe;89;420;89420;Treigny;783;20;803
89;197;89197;Guillon-Terre-Plaine;89;421;89421;Trévilly;55;1;56
89;411;89411;Les Vallées de la Vanne;89;429;89429;Vareilles;227;3;230
89;024;89024;Auxerre;89;435;89435;Vaux;461;15;476
89;197;89197;Guillon-Terre-Plaine;89;448;89448;Vignes;69;2;71
89;086;89086;Charny Orée de Puisaye;89;454;89454;Villefranche;599;13;612
89;196;89196;Valravillon;89;457;89457;Villemer;274;7;281
89;003;89003;Montholon;89;473;89473;Villiers-sur-Tholon;449;13;462
89;472;89472;Villiers-Saint-Benoît;89;476;89476;La Villotte;70;1;71
89;003;89003;Montholon;89;484;89484;Volgré;298;10;308
91;390;91390;Le Mérévillois;91;222;91222;Estouches;262;3;265
91;390;91390;Le Mérévillois;91;390;91390;Méréville;3215;42;3257
93;066;93066;Saint-Denis;93;059;93059;Pierrefitte-sur-Seine;33564;193;33757
93;066;93066;Saint-Denis;93;066;93066;Saint-Denis;115513;666;116179
